Id,Title,ShowAuthor,Description,TypeId,Downloads,Browses,IsRecommend,CreateTime,Name
001d4380-4135-4145-9a30-420c889f6290,广州市工业园区规划设计指引 （试行）.docx,,,77,0,0,0,2017-03-21 11:25:34.193,赵瑜
001E991A-746C-4C48-AFA9-03BFBD0D3D61,2009 对追溯性评估中相关问题的探讨 辛彦波.doc,NULL,NULL,109,0,0,0,2017-09-30 15:23:55.277,贺俊华
00292BA2-2A13-4381-8929-02646F8F5910,2004 在房屋拆迁估价价机构如何处理好与拆迁当事人的关系 廖凡幼.doc,NULL,NULL,109,0,0,0,2016-12-27 15:17:33.350,贺俊华
00299127-0b88-4558-82b7-096900020f95,3.2机器设备重置成本估算方法与参数.pdf,武劭婷,摘自《资产评估常用方法与参数手册》（机械工业出版社2011版），第三章机器设备评估常用数据与参数，仅供参考。,153,0,0,0,2017-02-03 10:36:54.980,武劭婷
003082BD-4EC1-463D-B42B-17D42F684E9D,2014-01至2017-05重庆市土地市场成交统计图表.xlsx,NULL,NULL,82,0,0,0,2017-09-30 14:56:58.640,贺俊华
00311F4D-CD6C-4EF8-AC9B-B9888F796563,SM20090901中山莲员路项目建议书@定位、物业发展建议.doc,NULL,NULL,61,0,0,0,2016-12-27 11:58:56.537,贺俊华
003234EF-C76B-44BD-A3BC-38D6171F7E5C,201702外资餐饮品牌中国扩张之路.pdf,NULL,NULL,78,0,0,0,2017-09-30 14:41:11.527,贺俊华
00360CD9-33ED-4356-8197-F83757B394C1,2011 被征收房屋产权不明确时的补偿程序 杨晓玲.doc,NULL,NULL,109,0,0,0,2017-09-30 15:23:34.597,贺俊华
0038D6DE-C907-4386-8777-A870206864A0,201105龙岗清林中路及吉祥路片区底商（张静）.xls,NULL,NULL,79,0,0,0,2016-12-27 13:36:13.967,贺俊华
00398F77-2283-4228-8A42-D8EF9A4D19DF,2015 房地产抵押贷款的特殊性对抵押估价的影响分析.doc,NULL,NULL,109,0,0,0,2016-12-27 15:20:49.070,贺俊华
003E0F08-835B-41CF-BE75-311EF1BA037D,苏州市2009年第7号公告土地拍卖出让成交情况表.xls,NULL,NULL,82,0,0,0,2016-12-27 14:16:51.070,贺俊华
004655FA-8CE9-4EB7-9B87-FA3B863D6A1A,00如何防范按揭风险.ppt,NULL,NULL,123,0,0,0,2016-12-27 18:20:02.633,贺俊华
004A789D-9D75-4B86-B234-1837B3CB3B0A,中国历年存款准备金率数据统计（2007-2016）.doc,NULL,NULL,87,0,0,0,2016-12-27 14:36:30.500,贺俊华
004B2BD5-3A0B-4021-A590-1BEF05685AD4,深圳世联行2016年6月市场研究报告.docx,NULL,NULL,78,0,0,0,2016-12-27 13:02:13.730,贺俊华
004B72AB-6C50-4BF2-96D4-C3BFAAB09ADF,资产评估法对房地产评估的影响 毕竞予.docx,NULL,NULL,109,0,0,0,2016-12-27 15:03:55.547,贺俊华
004E355A-3701-477E-90B2-04DA93DECEB9,转地工作格式文本.doc,NULL,NULL,136,0,0,0,2016-12-27 12:55:12.630,贺俊华
00515E1B-AA7C-4B6E-9F60-15B4AAC04302,20170821深圳市市场播报.pdf,NULL,NULL,78,0,0,0,2017-09-30 14:42:17.690,贺俊华
0052A140-AC17-4B34-9BC5-E69A60CC0C5D,世联评估城市快报[青岛]（2017年1月）.pdf,NULL,NULL,110,0,0,0,2017-09-30 15:25:13.950,贺俊华
005309a6-f817-46dc-ada4-056d18de26b0,_PPP项目投资人如何取得项目用地使用权.pdf,,,109,0,0,0,2017-08-07 17:21:54.577,陈俊
00546A61-C84F-4CCB-8FF1-7EEF8C51F03F,别墅“一房一价”定价体系浅析 周淼.docx,NULL,NULL,109,0,2,0,2016-12-27 15:20:54.437,贺俊华
00554F1B-7C15-4684-870E-EFB0EE62C832,车位权属概论.doc,NULL,NULL,109,0,0,0,2016-12-27 15:21:33.827,贺俊华
0058B430-5E11-493F-B886-A0548683A275,（核心文件）2010深圳市土地增值税预征率调整（深地税告[2010]6号）2% 4% 3%.doc,NULL,NULL,86,0,0,0,2016-12-27 14:31:35.813,贺俊华
0061E528-CB27-4F45-87B5-18F5A4FA1210,地铁上盖商业物业考察方案.doc,NULL,NULL,123,0,1,0,2016-12-27 18:21:32.560,贺俊华
00668B15-8908-4B09-9229-0AB69841B9D2,%81业价值评估操作中的几个疑点问题回复.doc,NULL,NULL,83,0,0,0,2017-09-30 14:59:43.350,贺俊华
00681C61-D8EE-4108-A13B-9528CC020354,2004年06月-关于改变房地产经纪人执业资格注册管理方式有关问题的通知-建办住房〔2004〕43号.doc,NULL,NULL,111,0,0,0,2016-12-27 15:51:32.133,贺俊华
00685B80-A8A2-4B49-9335-DBC68BA01716,梧桐花园.doc,NULL,NULL,78,0,0,0,2016-12-27 13:01:06.277,贺俊华
006AB282-9E18-45E6-945D-B3207AC4F36B,2014年注册资产评估师教材电子书（机电设备评估基础）.pdf,NULL,NULL,105,0,1,0,2016-12-27 14:58:36.570,贺俊华
00717995-4DB5-4C8E-9CFF-A14030BD922B,06 资产评估准则-无形资产 2009.doc,NULL,NULL,76,0,0,0,2016-12-27 12:52:55.967,贺俊华
00749C2D-9F80-4F2B-891C-36453B2844CA,2013深圳市工业楼宇转让管理办法实施细则（深规土[2013]721号）.doc,NULL,NULL,71,0,0,0,2016-12-27 12:31:35.460,贺俊华
0075257A-D0BE-4B4A-881F-60F106D05D74,jzgc_jy0301.doc,NULL,NULL,105,0,1,0,2016-12-27 14:59:35.503,贺俊华
0075B427-48D3-4D5E-8959-CD56C1535684,广东省土地估价机构和土地估价师执业注册办法 2014修改说明.pdf,NULL,NULL,71,0,0,0,2016-12-27 12:34:35.973,贺俊华
007626DC-8B27-4E57-B999-6EBC773A4914,《深圳市城市更新办法》(深府令第211号）2009（作废）.doc,NULL,NULL,136,0,0,0,2016-12-27 12:54:47.493,贺俊华
00777673-8A44-4919-8D20-5ED598B45EA5,附件12印章使用申请表.doc,NULL,NULL,113,0,0,0,2016-12-27 16:11:06.563,贺俊华
0078A963-A07E-47D4-BB91-F5BEFF5120E0,20061218跑盘工作指引GW-006深圳第二批.ppt,NULL,NULL,113,0,0,0,2016-12-27 16:14:50.500,贺俊华
00825063-7AC9-4B09-B647-F2198283E2F6,FT-02-福田区_中心区商圈(钮坤、叶鹭芳、邹君、李娜).ppt,NULL,NULL,79,0,0,0,2016-12-27 13:16:16.523,贺俊华
0083d952-c9b0-4009-b5a2-70add028388d,2017 特殊用地在基准地价适用类型及修正系数—科教用地篇.doc,,,109,0,0,0,2017-03-29 13:37:57.500,贺俊华
008aff8c-dc5c-4a6d-82f0-eb9cc180431d,（建议收藏）深度解析广深珠高速公路PPP项目ABS融资案例.docx,,,109,22,58,1,2017-01-11 09:19:11.637,贺俊华
008D29E7-F9CD-4024-A7D8-19C1D89146A7,金城华庭.doc,NULL,NULL,79,0,0,0,2016-12-27 13:18:40.250,贺俊华
0094F116-603E-4D41-BB4C-77A5B8956EF9,中国：汽车金融在崛起——浅析成长中的汽车金融市场（2014年12月）.pdf,NULL,NULL,111,0,0,0,2017-09-30 15:26:51.820,贺俊华
0096758E-1279-4278-9F78-B6382BB20987,201706零售行业数据月报.xlsx,NULL,NULL,78,0,0,0,2017-09-30 14:41:12.423,贺俊华
00990690-2069-4F90-A67E-2BD982AA9D89,版式设计课件.ppt,NULL,NULL,123,0,0,0,2016-12-27 18:21:57.127,贺俊华
00998947-79A1-4747-8A06-A5DBB9BDB9C7,2015城乡规划法（主席令第74号，2015年4月24日修正）.doc,NULL,NULL,71,0,0,0,2016-12-27 12:31:38.897,贺俊华
0099F106-7DCF-44A6-962F-6DF19FE6FF57,2015年全国房地产估价师执业资格考试合格人员名单 广东省（共169人）.doc,NULL,NULL,103,0,1,0,2016-12-27 14:50:41.437,贺俊华
009AE850-B67C-4BCB-829F-05B844DE9DA8,11例会制度.doc,NULL,NULL,72,0,0,0,2016-12-27 12:39:20.890,贺俊华
00AAFC0B-15EE-4598-8A07-9FFFA73C72A4,估价顾问部入职指引(2004).ppt,NULL,NULL,123,0,0,0,2016-12-27 18:14:33.890,贺俊华
00AB9DD5-A0D5-4B87-82BB-2A90F3752FAD,jjf_jy1201.doc,NULL,NULL,105,0,0,0,2016-12-27 15:00:06.460,贺俊华
00B46C80-2F7C-44BF-B308-963C2A5824D4,20121130_平安信托东莞项目工作说明.doc,NULL,NULL,61,0,0,0,2016-12-27 11:59:34.807,贺俊华
00B5F173-6BF3-462B-AFC5-7A4053DC0D5C,2、商业案例调查表（梅林关商圈）（蒋玲玲、千华）.xls,NULL,NULL,79,0,0,0,2016-12-27 13:26:56.227,贺俊华
00B6C7CC-F555-4ACB-9D78-3517B4DBC32B,水电工程建设征地补偿.docx,NULL,NULL,109,0,0,0,2016-12-27 15:19:04.203,贺俊华
00B9A463-1CE7-4DD9-B24C-355908ACC1A9,440300AS011101颐和农庄、世纪实惠（天宝路、松白路）.docx,NULL,NULL,79,0,0,0,2016-12-27 13:23:35.117,贺俊华
00BBA5F6-C8B9-434E-95B2-A25AADF8177A,20101020价格策略及价格表入门.ppt,NULL,NULL,123,0,0,0,2016-12-27 18:23:42.780,贺俊华
00BC28C3-210C-418C-BD91-64B1379657A5,101~120文字动画.ppt,NULL,NULL,114,0,0,0,2016-12-27 17:48:54.557,贺俊华
00BDA9A1-1A17-4EB3-8ADE-A85B56206299,440300AG001101日光工业园.doc,NULL,NULL,79,0,0,0,2016-12-27 13:25:32.593,贺俊华
00C1518C-AB77-4ECF-99C9-8F3A47AE2F6F,欧景花园.doc,NULL,NULL,78,0,0,0,2016-12-27 13:01:06.417,贺俊华
00C19789-6B1D-45B9-942B-43FD5D9257C1,20131118_平安信托大连项目工作说明.doc,NULL,NULL,61,0,0,0,2016-12-27 11:59:50.230,贺俊华
00C255B0-8136-4BDE-B11C-E00E7EB43163,第九章 建筑基地出入口和停车位控制G.pdf,NULL,NULL,71,0,0,0,2016-12-27 12:34:19.230,贺俊华
00CB0808-B062-4892-86E5-2D470A9D0FD4,440300AS0012801-世纪春城.xls,NULL,NULL,79,0,0,0,2016-12-27 13:23:51.610,贺俊华
00CC1900-5D6A-418A-BAA5-3A1A72CA9D46,2013 国有建设用地使用权出让地价评估技术规范（试行）学习 张艺敏.ppt,NULL,NULL,114,0,0,0,2017-09-30 15:29:27.500,贺俊华
00CCE019-CAC3-4174-AB1A-5D5517F2F6D8,20130422信达资产投标书 (深圳和兴大厦（资产并购）房地产评估投标书).doc,NULL,NULL,61,0,0,0,2016-12-27 11:57:49.767,贺俊华
00CF395C-C19F-4012-BE2F-0688EB0341AF,04查勘工作要点.doc,NULL,NULL,72,0,0,0,2016-12-27 12:39:20.273,贺俊华
00D4B87F-65DE-4AA4-A18C-764ACB423C07,1994年土地管理基础.doc,NULL,NULL,104,0,0,0,2016-12-27 14:56:14.100,贺俊华
00d62803-9912-4d3f-b0ad-39a357e3be71,新三板股份支付18案例.xlsx,,,109,0,0,0,2017-02-24 16:51:38.323,贺俊华
00D74922-32E3-4C4C-8E7F-9037216C8B13,中国机电设备报价2009（共14000项）.xls,NULL,NULL,83,0,0,0,2016-12-27 14:17:45.010,贺俊华
00DD7698-71B3-4D92-BB8F-3CC262E4FF4E,中国主要城市房地产市场交易情报（2017年8月）.pdf,NULL,NULL,78,0,0,0,2017-09-30 14:42:30.293,贺俊华
00E2931F-6088-44FC-8E3D-EF54B1995A72,酒店运营专题研究-战略顾问营业二部 (NXPowerLite).ppt,NULL,NULL,94,1,1,0,2016-12-27 14:47:33.270,贺俊华
00E81FFB-8142-44A4-BF74-C9BEFEA7E4A4,房地产公司成本控制要点指南.doc,NULL,NULL,61,0,0,0,2016-12-27 11:58:38.377,贺俊华
00EB4913-8210-4A36-A6CF-987776D3AFA3,实物期权评估指导意见（试行）2011孟亚伟上传.doc,NULL,NULL,150,0,0,0,2016-12-28 11:50:08.503,贺俊华
00F4AE58-7351-4EDF-A899-F605C5841161,惠州固定资产投资增长迅猛──上半年固定资产投资完成情况分析.doc,NULL,NULL,78,0,0,0,2016-12-27 13:00:17.017,贺俊华
00F70EAC-1D8B-4270-A63D-133E07F90510,理论模板.ppt,NULL,NULL,113,0,0,0,2016-12-27 16:06:32.563,贺俊华
00FAE2FC-9642-4146-9F49-F309052F4AEF,《房产测量规范》.pdf,NULL,NULL,109,0,0,0,2016-12-27 15:18:29.973,贺俊华
00FAFDF2-A0A8-400E-A3CE-2434DD827C84,201705九项国务院部门行政审批事项必须提供资产评估报告.pdf,NULL,NULL,76,0,0,0,2017-09-30 14:36:41.637,贺俊华
00FC3EED-3243-478E-AA18-6F5322A98479,《资产评估准则——无形资产》（修订征求意见稿）.doc,NULL,NULL,76,0,0,0,2017-09-30 14:37:07.483,贺俊华
00FE7701-DDE6-45F3-82E6-FB2840637D5E,20061218上海楼盘指引.doc,NULL,NULL,123,0,0,0,2016-12-27 18:16:09.073,贺俊华
0103DC82-7BD8-4D82-B6CE-FE65414510EA,2014 青雨影视股权评估报告（文化企业市场法、收益法）评估说明.PDF,NULL,NULL,83,0,0,0,2017-09-30 14:59:02.267,贺俊华
010A5E8B-5FCF-4FD4-99D2-1D4A0A4E8937,200309 都市融合下的房地产发展 陈劲松.ppt,NULL,NULL,123,0,0,0,2016-12-27 18:13:10.490,贺俊华
010B77B9-687D-4F16-901F-C4F32AA24FDF,回迁房屋结构及装修说明.doc,NULL,NULL,136,0,0,0,2016-12-27 12:54:38.530,贺俊华
010D711D-C685-4D0F-B994-FA41C329C0D6,2016 广州中心皇冠假日酒店-租况台账-裙楼截至2016.11.30.pdf,NULL,NULL,84,0,0,0,2016-12-27 14:21:10.470,贺俊华
01109663-B0CA-467A-B336-99360E28D9E5,440300AS007201万科翡丽郡.doc,NULL,NULL,79,0,0,0,2016-12-27 13:23:23.920,贺俊华
0114dd5f-9f00-46e6-8af7-49ca99c140dd,深圳、广州2017年最新在售楼盘房价表.docx,,,109,0,0,0,2017-01-10 18:00:22.917,贺俊华
01152D04-61F5-4501-9EA8-D95A08D5EA92,2004.12.10-深圳-布吉楼盘资料整理.xls,NULL,NULL,79,0,0,0,2016-12-27 13:15:13.717,贺俊华
011619c3-cf59-4081-9665-ec4565fb29ec,资产评估的公式(整理版).doc,,,142,1,4,0,2017-03-08 16:20:49.557,贺俊华
01183CAD-CDA5-4D6A-B6ED-A13CA909708B,4、电子地图-LG-龙岗区_横岗商圈（罗浩文、陈怡）.pptx,NULL,NULL,79,0,0,0,2016-12-27 13:26:17.520,贺俊华
011BD2B5-136F-44B6-95EA-5EC638E564B7,Wind资讯】宏观经济百图：国际篇（2016年4月）.ppt,NULL,NULL,78,0,0,0,2016-12-27 13:03:34.727,贺俊华
011C6C64-D14B-445D-B72D-9974330C4152,440300AS015401-醉香园餐厅.xls,NULL,NULL,79,0,0,0,2016-12-27 13:24:37.150,贺俊华
011f084c-ab58-4427-a679-f42d4f4fc732,（世联评估）2016年广州第3季度最新活跃二手楼盘数据分析.pdf,,,80,0,0,0,2017-03-21 14:16:46.907,赵瑜
0124DC05-F51F-48A7-9A66-F287CBFFF8EC,《深圳建设工程价格信息》2014年第04期部分材料参考价格.pdf,NULL,NULL,85,0,0,0,2016-12-27 14:28:49.583,贺俊华
01273DEB-08AC-478B-A922-5331ABDA57AA,20120929信达资产投标书 (深圳龙珠医院等6户债权抵押房地产项目房地产评估评估工作计划表.doc,NULL,NULL,61,0,0,0,2016-12-27 11:57:46.460,贺俊华
012A63C3-8417-4D38-9413-848D31F9C274,2011年12月份新盘动态.xls,NULL,NULL,80,0,0,0,2016-12-27 13:44:45.133,贺俊华
012B2B7A-3EF4-4C12-8ECA-EBEE38FDAB95,世联评估9月城市快报（成都）.pdf,NULL,NULL,110,0,0,0,2017-09-30 15:25:06.393,贺俊华
012F72C1-EACE-46AA-85A0-779B961440E7,2003-2016 北京成交土地一览表（北京分公司统计）.xls,NULL,NULL,82,0,0,0,2016-12-27 14:16:42.077,贺俊华
0131790D-BE19-47F4-84A4-FB120EC694E9,景田南片区市场案例(周莉、胡菊琳、陈韦伟）.xls,NULL,NULL,79,0,0,0,2016-12-27 13:16:00.840,贺俊华
01394719-5A1E-4874-99D8-3354F194CB9F,20120510青岛浮山新区商业项目工作建议书.doc,NULL,NULL,61,0,0,0,2016-12-27 12:03:25.017,贺俊华
01403EC8-7DF9-4811-92E6-7D918A733174,售楼处和样板房设置.doc,NULL,NULL,78,0,0,0,2016-12-27 13:00:12.480,贺俊华
0141338C-3368-476C-A2A8-C3A60AE81B4E,SM20140202卓越地产公明楼村城市更新项目工作说明书@概念规划、整体定位、开发模式、发展建议、经济评价、规划跟进.ppt,NULL,NULL,61,0,0,0,2016-12-27 12:07:36.203,贺俊华
01435D02-EC1C-4CAC-AD6B-5C1F97A9AE26,科技感星空背景动态PPT模板.pptx,NULL,NULL,114,0,0,0,2016-12-27 18:03:38.367,贺俊华
0143C0A5-6308-4CF0-B7F1-4CBC3F4C93DC,00820.ppt,NULL,NULL,114,0,0,0,2016-12-27 17:53:56.503,贺俊华
01489BC4-9998-4A14-8AAE-1003CEE84C38,城市地下空间使用权应用型估价方法初探.pdf,NULL,NULL,109,0,0,0,2016-12-27 15:18:44.280,贺俊华
014CB51D-DB3B-485F-860C-216296363458,保税区、皇岗口岸片区市场案例(石竹兰、何艳丽、张灵）.xls,NULL,NULL,79,0,0,0,2016-12-27 13:16:57.733,贺俊华
01571161-AA22-4DF0-BD4B-F427ABAA9CD8,1.以财务报告为目的的评估指南（试行）.doc,NULL,NULL,76,0,0,0,2017-09-30 14:36:53.140,贺俊华
016C0015-3CB6-4C1D-9441-BAE554FD72E9,2008年商业市场案例调查表蔡屋围、桂圆案例汇总(李韧、刘秋玲、陈志明、李衍昌).xls,NULL,NULL,79,0,0,0,2016-12-27 13:16:25.423,贺俊华
016D66C0-9C30-43A8-9B73-95309ECCF621,高力国际 2016年成都物业市场回顾及2017年展望.pdf,NULL,NULL,78,0,0,0,2017-09-30 14:43:22.547,贺俊华
016E37CA-D0BD-4F87-91D9-2265DCF83D1C,天鹅堡（刘）.xls,NULL,NULL,79,0,0,0,2016-12-27 13:29:17.920,贺俊华
0171B639-C1C5-4E04-BAA3-AF1CCA4EB8C0,2017年1～3月中国土地总价地王 TOP50.xlsx,NULL,NULL,82,0,0,0,2017-09-30 14:56:28.987,贺俊华
017391F9-1404-45BE-9F0A-23DF88B15282,2011个人所得税法.doc,NULL,NULL,86,0,0,0,2016-12-27 14:30:36.300,贺俊华
017551FC-7450-470B-9C7B-856FD204A232,201201爱地花园商铺调查（汪光龙）.doc,NULL,NULL,79,0,0,0,2016-12-27 13:36:41.080,贺俊华
0175E403-C1FD-4896-AEC0-DCAD57856A9C,A312-0940.doc,NULL,NULL,79,0,0,0,2016-12-27 13:22:32.763,贺俊华
01766C24-FDB2-40B5-A504-F58411CB3A05,02.动态卷轴.ppt,NULL,NULL,114,0,0,0,2016-12-27 17:47:15.023,贺俊华
017A7EC7-0330-4DCF-872A-37759E7B86B5,五星度假酒店可行性研究报告(54) 2.doc,NULL,NULL,85,0,0,0,2016-12-27 14:27:27.270,贺俊华
017AC593-E8CC-4B64-8B35-8E93F6F99021,Yeh Ching-chia.doc,NULL,NULL,114,0,0,0,2016-12-27 17:39:32.783,贺俊华
017AE8F3-FFA6-4937-9569-5636D8D50C94,zcpg_lx1401.doc,NULL,NULL,105,0,0,0,2016-12-27 15:00:21.360,贺俊华
017B2D6B-092B-4E62-9D9B-A64F74DA78AF,框架结构写字楼.doc,NULL,NULL,61,0,0,0,2016-12-27 11:58:28.920,贺俊华
017B8583-C4F3-40DF-964E-242107D37B17,香港测量师学会月刊《测量师时代》201612.pdf,NULL,NULL,111,0,0,0,2017-09-30 15:27:03.007,贺俊华
018257E8-4075-4A70-A415-729A0D198F3A,坪山新区2015年下半年度房屋租赁指导租金表.pdf,NULL,NULL,84,0,0,0,2016-12-27 14:21:52.210,贺俊华
0184A0AC-2840-47E5-B9AB-69113772B539,Park Thomas SR.doc,NULL,NULL,114,0,0,0,2016-12-27 17:39:29.790,贺俊华
0185C94A-CC76-49BB-B71B-4B6097E3E090,前期－拆迁评估工作说明（对业主）.doc,NULL,NULL,61,0,1,0,2016-12-27 11:55:46.747,贺俊华
018A08A7-0395-43A2-AD25-FFEA849863F1,资产评估业务检查底稿有关说明.doc,NULL,NULL,76,0,0,0,2016-12-27 12:53:09.357,贺俊华
018a9636-c74f-4bb7-9da5-8d8d03e8cc70,2017 土地估价报告审查要点 中估协曹勇.pdf,,,109,0,0,0,2017-03-29 15:02:13.787,贺俊华
018EC1BD-EDE6-4B66-B63F-F0F6EF874503,00_业务委托_流转单_常规估价.doc,NULL,NULL,113,0,0,0,2016-12-27 16:06:28.180,贺俊华
019002B3-EB87-4982-B1CC-9B5EAD77E513,201102在售商业新盘售价(枫）.doc,NULL,NULL,79,0,0,0,2016-12-27 13:36:05.850,贺俊华
019586a9-b531-49de-9221-9474bcee3bdc,常规业务流转单.doc,,,61,0,1,0,2017-03-18 14:43:21.777,胡永强
019a6bfa-496d-4f4b-b055-9d96789429d7,新白马中心城平面图.rar,,,84,0,0,0,2017-02-13 09:45:22.620,贺俊华
019CABE9-387A-48E7-B28A-04836E46E5C4,昆明市基准地价 2008年9月1日.docx,NULL,NULL,81,0,0,0,2016-12-27 13:51:29.903,贺俊华
019f24d4-b518-41e3-be31-c45e7559bf04,房地产抵押估价报告.doc,,,115,0,1,0,2017-01-20 10:59:38.473,贺俊华
01A3FC38-CB04-49B9-ACB9-E6F9BA48EB33,2017深圳市各区拆除重建类城市更新单位旧屋村范围认定办法（征求意见稿）.pdf,NULL,NULL,136,0,0,0,2017-09-30 14:38:09.370,贺俊华
01A7122B-9FB6-4D16-98A2-6067B8D6390E,目录7.ppt,NULL,NULL,114,0,0,0,2016-12-27 17:45:18.380,贺俊华
01A8A8C6-D7D8-44A0-AFEF-A59712A9E3AC,引进外部培训工作流程.doc,NULL,NULL,123,0,0,0,2016-12-27 18:21:25.137,贺俊华
01B04A0F-74E0-4C61-A354-1E58C4ABEC4C,01银行开发贷款项目选择与风险防范.ppt,NULL,NULL,123,0,0,0,2016-12-27 18:21:11.433,贺俊华
01B453D2-0AD2-4183-9F41-995EC2B1A275,立体GIF大全38物战争旗帜.pptx,NULL,NULL,114,0,0,0,2016-12-27 17:53:25.050,贺俊华
01B907F4-331F-4DFE-9A1B-3AC9961E8FE3,挂图目录A4.doc,NULL,NULL,81,0,0,0,2016-12-27 13:59:27.617,贺俊华
01BA10F0-A196-45A3-912F-11DB682A4CF2,《关于房地产中介服务收费的通知》（计价格[1995]971号）（失效）.doc,NULL,NULL,71,0,0,0,2016-12-27 12:34:29.540,贺俊华
01BED9F8-76E3-4EBA-BA94-2BFF02709982,SM20080228布吉金稻田项目_东光电子厂_拆迁评估工作说明.pdf,NULL,NULL,61,0,0,0,2016-12-27 12:03:40.687,贺俊华
01C32407-013F-4DFC-99EC-81902F080AB4,菁英趣庭（2011-1-14）胡月平.xls,NULL,NULL,79,0,0,0,2016-12-27 13:32:52.967,贺俊华
01C66AD8-FAA7-4952-82CD-52C899C15E5E,南山-华侨城片区.doc,NULL,NULL,113,0,0,0,2016-12-27 15:57:32.397,贺俊华
01CC7CC7-0F02-47AE-9F22-C348F0A60EAB,08新增政策法规原版.doc,NULL,NULL,104,0,0,0,2016-12-27 14:56:13.833,贺俊华
01CCB1BE-6201-4E20-9553-FE8869618A05,罗湖区住宅用地基准地价图.pdf,NULL,NULL,81,0,0,0,2016-12-27 14:08:46.697,贺俊华
01CE9A7B-E4B3-4D92-9667-8F4726365251,企业绩效评价标准值2014 国资委财务监督与考核评价局.xls,NULL,NULL,83,0,0,0,2016-12-27 14:17:52.247,贺俊华
01D7327D-1A49-4312-ACC4-52417768C4EE,对以资产减值测试为目的的资产评估方法的探讨_李莉.pdf,NULL,NULL,109,0,0,0,2016-12-27 15:20:39.993,贺俊华
01D76C9C-FC53-44F7-B89D-B7AFFCBABC4B,第九部分  数据汇编下部.doc,NULL,NULL,114,0,0,0,2016-12-27 17:40:25.613,贺俊华
01D7E029-F01C-43CC-8FBA-4FFC3918343B,附件192013年大宗房地产交易信息库.xls,NULL,NULL,113,0,0,0,2016-12-27 16:11:07.130,贺俊华
01E36686-BF55-4DE9-BFF4-C60E347EBAD6,景田南、景田中、景田北片区市场案例(陈韦伟、蒲卓、刘丽丽、孙千琇、刘黎明）.xls,NULL,NULL,79,0,0,0,2016-12-27 13:39:04.410,贺俊华
01E74477-4F8C-479B-8404-EBD9C518A010,201608深圳市龙岗区集体产权交易监督管理暂行办法（征求意见稿）.pdf,NULL,NULL,76,0,0,0,2016-12-27 12:52:44.053,贺俊华
01EDEA18-5243-4FB0-A0F1-58D3DBF263A2,201110 部门培训土地整备及城市更新经济测算.ppt,NULL,NULL,123,1,2,0,2016-12-27 18:11:54.033,贺俊华
01F02C1B-0B9C-48AE-8878-F69BD5031E89,201208 成长、创新、专业服务 何方.ppt,NULL,NULL,123,0,0,0,2016-12-27 18:11:56.617,贺俊华
01F3A0FC-9F42-4882-BEFC-C306177E58D1,跑盘考评表.doc,NULL,NULL,113,0,0,0,2016-12-27 16:04:18.190,贺俊华
01F63EE4-B71B-4684-A130-47B101D1DF32,2012 中国大陆房地产税税基评估改革及挑战 曲卫东.ppt,NULL,NULL,114,0,0,0,2016-12-27 17:38:28.140,贺俊华
01F8B437-7B05-40AB-9039-E60ED2B95D43,LH-01-罗湖区_蔡屋围北、桂园、松园商圈(李韧、刘秋玲、陈志明、李衍昌)().ppt,NULL,NULL,79,0,0,0,2016-12-27 13:38:58.117,贺俊华
